model_name,split,query_count,mrr,map,precision@1,recall@1,ndcg@1,precision@3,recall@3,ndcg@3,precision@5,recall@5,ndcg@5,precision@10,recall@10,ndcg@10
ce_rerank_tfidf,test,100,0.16859523809523808,0.10530853174603175,0.09,0.03699999999999999,0.09,0.09333333333333334,0.1190952380952381,0.11820494796776414,0.08,0.18726190476190474,0.1440405393837857,0.048,0.23202380952380952,0.15925300786451707
