model_name,split,query_count,mrr,map,precision@1,recall@1,ndcg@1,precision@3,recall@3,ndcg@3,precision@5,recall@5,ndcg@5,precision@10,recall@10,ndcg@10
ce_rerank_sbert,test,100,0.12037301587301588,0.0707936507936508,0.06,0.025333333333333333,0.06,0.06666666666666667,0.0840952380952381,0.08216932482226846,0.05800000000000001,0.1280952380952381,0.10002331194734417,0.034,0.16392857142857142,0.11138316081072239
