model_name,split,query_count,mrr,map,precision@1,recall@1,ndcg@1,precision@3,recall@3,ndcg@3,precision@5,recall@5,ndcg@5,precision@10,recall@10,ndcg@10
llm_rerank_tfidf,test,100,0.144706973488803,0.11746551999101319,0.08,0.057833333333333334,0.07333333333333333,0.06999999999999999,0.11349999999999998,0.10357915931511705,0.054000000000000006,0.12883333333333336,0.11014676102833412,0.037,0.1725,0.12432360917132375
