model_name,split,query_count,mrr,map,precision@1,recall@1,ndcg@1,precision@3,recall@3,ndcg@3,precision@5,recall@5,ndcg@5,precision@10,recall@10,ndcg@10
ce_rerank_splade,test,100,0.14056349206349206,0.09246329365079366,0.07,0.028666666666666663,0.07,0.07999999999999999,0.10742857142857144,0.10283840977673009,0.07,0.1539285714285714,0.1218259935075268,0.04499999999999999,0.21309523809523806,0.14291840474490558
