model_name,split,query_count,mrr,map,precision@1,recall@1,ndcg@1,precision@3,recall@3,ndcg@3,precision@5,recall@5,ndcg@5,precision@10,recall@10,ndcg@10
llm_rerank_sbert,test,100,0.16288362647025081,0.10575168203864212,0.12,0.061761904761904754,0.12,0.07,0.08719047619047621,0.10582549743845808,0.054000000000000006,0.13252380952380952,0.11982155604904607,0.03200000000000001,0.1595238095238095,0.1279772644147502
